,text,label,text_length
345,"As a Developer, I want to do exploratory data analysis in R and operationalize that analysis in WORK_OF_ART5, so that I can use the best tool for the job.",Unknown,148
346,"As a Developer, I want to get a Data Package into FAC2 in TIME3, so that I can start using the data in doing analysis and visualizations.",Unknown,142
347,"As a Developer, I want to get a Data Package into PERSON5 in TIME3, so that I can start using the data in doing analysis and visualizations.",Unknown,140
348,"As a Developer, I want to get a Data Package into C++ in TIME3, so that I can start using the data in doing analysis and visualizations.",Unknown,138
349,"As a ORG68 expert, I would like to package ORG69 datasets as data packages, so that I can easily import them into my ORG69 platform, so that I can start using the data in doing analysis.",Unknown,191
350,"As a Developer, I want an ORG70 integration, so that I can integrate data-packaged data with pipelines that use ORG70.",Unknown,134
351,"As a Developer, I want an ORG64 integration, so that I can integrate data-packaged data with pipelines that use ORG64.",Unknown,116
352,"As a Developer, I want an EPrints integration, so that I can integrate data-packaged data with pipelines that use EPrints.",Unknown,122
353,"As a Developer, I want a NORP2 integration, so that I can integrate data-packaged data with pipelines that use NORP2.",Unknown,117
354,"As a Developer, I want a DAT integration, so that I can integrate data-packaged data with pipelines that use DAT.",Unknown,113
355,"As a ResearcherGovernment Publisher, I want to add general reference data to my narrow dataset, so that my dataset is more useful.",Unknown,130
356,"As a ResearcherGovernment Publisher, I want to add general country names to my dataset that only contains country codes, so that my dataset is more readable.",Unknown,157
357,"As a ResearcherGovernment Publisher, I want to add reference data on inflation to my spending dataset, so that the spending lines in my dataset is more understandable.",Unknown,167
358,"As a ResearcherGovernment Publisher, I want to map lines in my dataset using geographic data in my dataset, so that my dataset is more engaging for non-technical users.",Unknown,168
359,"As a Researcher, I want to be able to reference a remote-controlled vocabulary for my dataset, so that I can be sure that column of my dataset are valid against a single shard list of terms.",Unknown,190
360,"As a developer, I want an DSpace integration, so that I can integrate data-packaged data with pipelines that use PERSON6.",Unknown,120
361,"As a Developer, I want Feather integration, so that I can integrate data-packaged data with pipelines that use Feather.",Unknown,119
362,"As a Developer, I want ORG71 integration, so that I can integrate data-packaged data with pipelines that use ORG71.",Unknown,113
363,"As a ORG72, working with data, I want an ORG73 BI integration, so that I can import datasets without downloading them locally.",Unknown,141
364,"As a ResearcherPublisher, I want an integration with PRODUCT6, so that when I store my dataset in GPE6, I don’t have to retype descriptive information about my dataset.",Unknown,168
365,"As a Publisher, I would like an integration with ORG74, so that I can output cleaned ORG66.",Unknown,105
366,"As a ResearcherPublisher, I want to publish ORG75, so that my data is findable, and I can have a data API.",Unknown,122
367,"As a ORG76, would like the ability import/export from ORG77-SQL, so that I can use ORG66 in workflows that involve ORG77-SQL.",Unknown,141
368,"As a ORG72, working with data in PERSON7, I want PERSON7 integration, so that I can store my data in plaintext while still retaining its metadata.",Unknown,149
369,"As a Researcher, I want an integration with ORG78, so that I can validate my data upon ingest to the service.",Unknown,130
370,"As a Publisher, I would like an integration with PRODUCT4, so that I can output cleaned ORG66.",Unknown,99
371,"As a Publisher, I want to store my data quickly and easily online.",Unknown,66
372,"As a Repository Manager, I want a tool that makes it easy for researchers/ users to add basic metadata to their research data, so that it is more findable and therefore useful.",Unknown,176
373,"As a ResearcherPublisher, I want validate my data with a minimum of clicks, so that I can feel trust in the validity and usefulness of the data.",Unknown,144
374,"As a publisher, I want to be able to check that every time I update my data it is still good, so that I can catch errors early and store reliable data.",Unknown,151
375,"As a DeveloperWrangler, I want to use a command line tool that allows met to validate data, so that I can feel trust in the validity and usefulness of the data quickly and in the context of my command line workflow.",Unknown,215
376,"As a developer, I want an online service that is connected to my data repository that validates data on update, so that I can delegate data validation to a ORDINAL2 party.",Unknown,168
377,"As a government Publisher, I want to make it easy to prove that our published data is valid, so that I can claim that we are living up to our transparency commitments.",Unknown,167
378,"As a ORG79, I want to make it easy to assess the quality of data stored by the government, so that I can make sure that government is living up to its transparency commitments.",Unknown,190
379,"As a publisher, I want to embed an interactive preview of my data on my site, so that users can be encouraged that this is the correct data for them.",Unknown,149
380,"As a publisher, I want to embed a preview button on my site, so that users can preview the data and be encouraged that this is the correct data for them.",Unknown,153
381,"As a Publisher, I want to know how many users have previewed a dataset, so that I know how interest in a dataset relates to its actual download numbers.",Unknown,152
382,"As a Developer, I want to customize an existing wizard for my specific type of data, so that I can give my users a great user experience.",Unknown,137
383,"As a Publisher, I want to add useful metadata or add in new data columns to make the dataset more useful.",Unknown,105
384,"As a publisher, I want to package reproducible steps to get a certain data state, so my methodology is transparent and can be rerun by others.",Unknown,142
385,"As a DeveloperDataWrangler, I want to store my ORG63 in GPE6 and have it automatically stored into ORG80, so that I get a data API and my dataset is listed in a relevant catalog.",Unknown,186
386,"As a Researcher, I want a tool that can generate basic statistics about a dataset, so that I can get a quick preview of the data.",Unknown,129
387,"As a ORG81, I want a tool to create an embeddable data summary via iframe, so that I can embed data summaries across sites.",Unknown,136
388,"As a Researcher, I want an app that generates an ORG82 reconciliation API endpoint from ORG83, so that I can use it to clean messy data.",Unknown,158
389,"As a Researcher, I want an app that create proxy ORG66 for well know and reliable data, sources, so that I can load high quality data using ORG63 tooling.",Unknown,169
390,"As a RepositoryManagerResearcher, I want an app that acts as a match-making service for packaging data, so that owners are paired with data packagers.",Unknown,150
391,"As a developer, I would like to create a web socket protocol for Frictionless data tools, so that I can easily use data packages with additional data analysis tools.",Unknown,165
392,"As a Publisher, I would like a tool to check data availability persistence after publication.",Unknown,93
393,"As a ResearcherPublisher, I want to specify the funding that contributed to the creation of a given dataset, so that funding agencies can identify the funding, source for a given dataset.",Unknown,187
394,"As a ResearcherPublisher, I want to add a ORG84 to a dataset, so that I can cite it in papers stored  with the data.",Unknown,114
395,"As a patient, I want to access my own medical record, so that I can view my medical history",Unknown,91
396,"As a ORG85 employee, I want to enter patient information only once in ORG86, so that I do not have to enter it multiple times in different databases",Unknown,181
397,"As a receptionist, I want to search for a patient’s file in ORG86, so I do not have to ask his or her information every time a patient calls for an appointment and enter it manually",Unknown,214
398,"As a receptionist, I want to edit information in a patient’s file in ORG86 only once, so that I don’t have to edit it multiple times in different databases",Unknown,188
399,"As a doctor, I want to enter the appointment information into the system, so that I can check what I did the next time the same patient comes in",Unknown,144
400,"As a doctor, I want to only access medical files from my own patients, so that no other doctor can access the medical files of my patients",Unknown,138
401,"As a receptionist, I want to view the patient’s medical file, so that I can confirm that someone is the right person for the appointment",Unknown,136
402,"As a patient, I want to see the results of a test that was performed on me, so that I can look at it whenever I want",Unknown,116
403,"As a patient, I want to see what I have been treated for, so that I can get a better understanding of how the doctor helped me",Unknown,126
404,"As a doctor, I want to edit a patient’s medical file, so that I can make sure they get the right vaccine",Unknown,104
405,"As UHOPE, I want to have an Electronic Medical Record Database that has access to ORG87, so that we can gather the medical files of new patients",Unknown,180
406,"As UHOPE, I want to have a self-service center that holds the same data as ORG86, so that I can enable my employees to perform data analysis",Unknown,173
407,"As a ORG85 employee, I want to see all of the data in the self-service center, so that I can decide on",Unknown,102
408,"As a ORG85 employee, I want to search for specific data in the self-service center by keyword, so that I can perform data analysis",Unknown,130
409,"As a ORG85 employee, I want to select which variables I want to use in the self-service center, so that I can perform data analysis",Unknown,131
410,"As a nurse, I want to view a patient’s medical record on my mobile phone, so that I can check his blood type quicker than using a computer",Unknown,138
411,"As a receptionist, I want to view a doctor’s schedule on a tablet, so that I can check his availability while walking somewhere",Unknown,127
412,"As a nurse, I want to have mobile hospital devices that automatically transfer the information it gathered to the patient’s medical file, so that I do not have to insert the information manually",Unknown,194
413,"As a nurse, I want to have mobile hospital devices that automatically transfer the data it measured to the patient’s medical file, so that I do not have to insert the data manually",Unknown,180
414,"As a receptionist, I want to manually change the start time of an appointment, so that I can provide the system with the correct information in case an appointment starts later than expected",Unknown,190
415,"As a receptionist, I want to manually change the end time of an appointment, so that I can provide the system with the correct information in case the appointment takes longer than expected",Unknown,189
416,"As a patient, I want to see my doctor’s available time slots, so that I can schedule an appointment myself",Unknown,106
417,"As UHOPE, I want to have the scheduling system to automatically approve a patient’s appointment, so that the receptionist does not need to approve of this manually",Unknown,163
418,"As a receptionist, I want to manually disapprove of appointments, so that I can cancel an appointment in case doctor is ill",Unknown,123
419,"As a patient, I want to choose the reason for scheduling an appointment, so that I can enable my doctor to prepare for my appointment",Unknown,133
420,"As a receptionist, I want to have the scheduling system to automatically send out an email to the patient when I cancel the appointment, so that the patient is notified",Unknown,168
421,"As a receptionist, I want to have a scheduling system that shows me the room schedule, so that I can assign appointments to certain rooms",Unknown,137
422,"As a receptionist, I want to have a scheduling system that shows me the schedule of all nurses, so that I can assign a nurse to an appointment",Unknown,142
423,"As a receptionist, I want to have a scheduling system that shows me the schedule of all doctors, so that I can reschedule appointments if needed",Unknown,144
424,"As a receptionist, I want to manually choose a timeslot to schedule an appointment for a patient, so that I can help a patient when he or she calls for an appointment",Unknown,166
425,"As a patient, I want to cancel my appointment, so that I can notify the hospital in case I cannot make it",Unknown,105
426,"As a doctor, I want to view my schedule, so that I can see who my next patient is and I can prepare for the appointment",Unknown,119
427,"As a doctor, I want to see the reason for a patient coming in, so that I can prepare for the appointment",Unknown,104
428,"As UHOPE, I want to enable the billing system to automatically create a bill based on the start and end time of an appointment, so that a billing department employee does not have to create it manually",Unknown,201
429,"As UHOPE, I want to enable the billing system to automatically create a bill based the appointment information, so that a billing department employee does not have to create it manually",Unknown,185
430,"As UHOPE, I want to enable the billing system to have a database of prices that are linked to specific treatments, so that the billing system can automatically create bills",Unknown,172
431,"As a billing department employee, I want to see the start and end time of an appointment, so that I can check if bill is correct",Unknown,128
432,"As a billing department employee, I want to see the date of an appointment, so that I can check if the bill is correct",Unknown,118
433,"As UHOPE, I want to send a bill to the patient within DATE9 after the appointment, so that the patient can come in for multiple appointments but only has to pay CARDINAL1 bill",Unknown,171
434,"As a billing department employee, I want to view the appointment information that the doctor entered into the system, so that I can check if the bill is correct",Unknown,160
435,"As UHOPE, I want to have a hospital management system that is compliant with LAW4, so that we don’t get in trouble",Unknown,130
436,"As a patient, I want to change my address in my personal account, so that my information matches my real address",Unknown,112
437,"As a user, I want to have a unique identification number, so that I can identify myself to the system",Unknown,101
438,"As a user, I want to fill in my unique identification number and my password to log in, so that I can access the system",Unknown,119
439,"As a ORG85 employee, I want to log in with CARDINAL7-factor authentication using my phone only the ORDINAL1 time I want to log into the system DATE10, so that the time to log in during DATE11 is minimized",Unknown,198
440,"As a patient, I want to always log in with CARDINAL7-factor authentication using my phone, so that nobody else than me can access my personal information",Unknown,147
441,"As a system administrator, I want to change access rights for users, so that I can control what users can and can’t do",Unknown,118
442,"As a system administrator, I want to change access rights for user groups, so that I can control what user can and can’t do",Unknown,123
443,"As ORG85, I want to have a hospital management system that is online TIME4 per day and DATE12, so that ORG85 employees can always do their job",Unknown,154
444,"As ORG85, I want to have data in ORG86 that is accessible TIME4 per day and DATE12, so that ORG85 employees can always do their job",Unknown,176
445,"As UHOPE, I want to create access to ORG88 for at least all CARDINAL9 employees at the same time, so that every employee can do their job",Unknown,157
446,"As a patient, I want to view my underage children’s medical files, so that I can check their information",Unknown,104
447,"As UHOPE, I want to duplicate the medical file of every patient, so that I can transfer it to ORG87",Unknown,135
448,"As a site member, I want to describe myself on my own page in a semi-structured way, so that others can learn about me.",Unknown,119
449,"As a site member, I want to fill out an application to become a Certified Scrum Practitioner, so that I can earn that designation.",Unknown,130
450,"As a Practitioner, I want to include additional details about me in my profile page, so that I can showcase my experience.",Unknown,122
451,"As a site member, I want to fill out an application to become a Certified Scrum Trainer, so that I can teach ORG89 and ORG90 courses and certify others.",Unknown,149
452,"As a Trainer, I want to include additional details in my profile page about me, so that others can learn about me and decide if I am the right trainer for them.",Unknown,160
453,"As a Practitioner, I want to write an article for the site with a small graphic shown with the article showing my ORG91 or CST status, so that others know my certifications when reading.",Unknown,184
454,"As a trainer, I want to list my upcoming classes in my profile and include a link to a detailed page about each, so that prospective attendees can find my courses.",Unknown,163
455,"As a site member, I want to view the profiles of other members, so that I can find others I might want to connect with.",Unknown,119
456,"As a site member, I want to search for profiles based on a few fields, so that I can find others I might want to connect with.",Unknown,126
457,"As a site member, I want to mark my profile as private in which case only my name will appear, so that no one can learn things about me I don't want shared.",Unknown,156
458,"As a site member, I want to mark my email address as private even if the rest of my profile is not, so that no one can contact me.",Unknown,130
459,"As a site member, I want to send an email to any member via a form, so that we can connect.",Unknown,91
460,"As a site administrator, I want to read practicing and training applications and approve or reject them, so that only applicants who qualify can become CSPs or CSTs.",Unknown,165
461,"As a site administrator, I want to edit any site member profile, so that I can correct problems for members.",Unknown,108
462,"As a site visitor, I want to read current news on the home page, so that I stay current on agile news.",Unknown,102
463,"As a site visitor, I want to access old news that is no longer on the home page, so that I can access things I remember from the past or that others mention to me.",Unknown,163
464,"As a site visitor, I want to email news items to the editor, so that they can be considered for publication.",Unknown,108
465,"As a site editor, I want to set the following dates on a news item: Start Publishing Date, Old News Date, Stop Publishing Date, so that articles are published on and through appropriate dates.",Unknown,192
466,"As a site member, I want to subscribe to an ORG92 feed of news, so that I remain sufficiently and easily informed.",Unknown,112
467,"As a site editor, I want to assign priority numbers to news items, so that I can indicate which articles I want featured most prominently on the site.",Unknown,150
468,"As a site visitor, I want to see a list of all upcoming ORG93 and can page through them if there are a lot, so that I can choose the best course for me.",Unknown,168
469,"As a site visitor, I want to see a list of all upcoming Other Courses and can page through them if necessary, so that I can choose the best course for me.",Unknown,154
470,"As a site visitor, I want to see a list of all upcoming Events, so that I can decide if I want to attend any.",Unknown,109
471,"As a trainer, I want to create a new course or event, so that site visitors can see it.",Unknown,87
472,"As a trainer, I want to create an Other Course or Event I am charged a listing fee for that activity, so that I don't list events I don't really intend to hold.",Unknown,160
473,"As a site administrator, I want to create an Other Course or Event that is not charged a listing fee, so that ORG94 doesn't charge itself for WORK_OF_ART6 that it puts on.",Unknown,188
474,"As a site administrator, I want to set the listing fee per Other Course or Event, so that we have flexibility on what to charge in the future.",Unknown,142
475,"As a trainer, I want to update CARDINAL1 of my existing courses or events, so that it reflects accurate information.",Unknown,110
476,"As a trainer, I want to delete CARDINAL1 of my courses or events, so that it's no longer listed if I cancel for some reason.",Unknown,118
477,"As a trainer, I want to copy CARDINAL1 of my courses or events, so that I can create a new CARDINAL1.",Unknown,89
478,"As a site admin, I want to delete any course or event, so that I can remove things that will no longer occur.",Unknown,109
479,"As a site editor, I want to update any course or event, so that I can fix things the original author hasn't.",Unknown,108
480,"As a trainer, I want to turn a course into an event or an event into a course, so that I can correctly classify anything that was entered incorrectly.",Unknown,150
481,"As a site visitor, I want to have an advanced search option that lets me fill in a form of search criteria, so that I can quickly find what I am looking for.",Unknown,157
482,"As a site visitor, I want to view a course I can click on the trainer's name and be taken to the trainer's profile, so that I can read more about a trainer before registering for a course.",Unknown,188
483,"As a site visitor, I want to subscribe to an ORG92 feed of upcoming courses and events, so that I am up to day without having to visit the site.",Unknown,142
484,"As a site visitor, I want to read FAQs, so that I can get quick answers.",Unknown,72
485,"As a site editor, I want to maintain a FAQ section, so that support gets fewer easily answered questions.",Unknown,105
486,"As a site visitor, I want to do a full-text search of the FAQs, so that I can find an answer quickly.",Unknown,101
487,"As a site member, I want to download the latest training material and methodology PDFs, so that I have them.",Unknown,108
488,"As a visitor, I want to download presentations, PDFs, etc. on PERSON8, so that I can learn from them or use them.",Unknown,111
489,"As a site member, I want to scroll through a listing of jobs, so that I can see if there any I am interested in.",Unknown,112
490,"As a recruiter, I want to post a help wanted ad, so that I can attract candidates.",Unknown,82
491,"As a site admin, I want to approve each help wanted ad before it gets to the site, so that we're sure of the quality of jobs being listed.",Unknown,138
492,"As a site admin, I want to be emailed whenever a job is submitted, so that I am aware of it and can decide if I want to post it.",Unknown,128
493,"As a site member, I want to subscribe to an ORG92 feed of jobs available, so that I can read them without visiting the site.",Unknown,122
494,"As a site admin, I want to edit and delete help wanted ads, so that I can correct small problems or make sure each ad complies with site guidelines.",Unknown,148
495,"As a site admin, I want to stop publishing jobs on the site DATE9 after being posted, so that jobs that may have been filled aren't still listed when the hiring party forgets to come back and delete the ad.",Unknown,208
496,"As a recruiter, I want to be able to extend an ad for DATE13 by visiting the site and updating the posting, so that my ad remains active.",Unknown,146
497,"As an advertiser, I want to be emailed a reminder DATE14 before an ad is about to expire, so that I can go extend the ad.",Unknown,124
498,"As a site visitor, I want to read a new article on the front page about once a week, so that I am up on all the latest happenings.",Unknown,130
499,"As the site editor, I want to include a teaser with each article, so that site visitors can decide if they want to read the rest.",Unknown,129
500,"As a site member who has read a teaser on the front page, I want to read the entire article so that I can finish articles that appeal to me.",Unknown,140
501,"As the site editor, I want to add an article to the site, so that the site has plenty of content.",Unknown,97
502,"As a site editor, I want to set start publishing dates, old article date, and stop publishing dates for articles, so that articles appear only during appropriate periods.",Unknown,170
503,"As a site editor, I want to be able to designate whether or not an ever makes the home page, so that the best content is featured most prominently.",Unknown,147
504,"As the site editor, I want to have pretty good control over how the article, so that articles are visually appealing.",Unknown,117
505,"As a site visitor, I want to click the link from the article teaser to take me directly to the body of the article. not to another teaser setup, so that I can easily finish the article.",Unknown,185
506,"As a site editor, I want to be able to indicate whether an article is publicly available or for members only, so that visitors are incentivized to become members.",Unknown,162
507,"As a site visitor, I want to be able to read some of your articles, so that I can learn without ORDINAL1 joining the site.",Unknown,119
508,"As a site member, I want to have full access to all articles, so that there is a benefit to being a member.",Unknown,107
509,"As a site visitor, I want to do a full-text search of article body, title, and author name, so that I can find what I want.",Unknown,123
510,"As a site visitor, I want to subscribe to an ORG92 feed of articles, so that I can read them without visiting the site.",Unknown,117
511,"As a site visitor, I want to post comments about articles, so that others can read them.",Unknown,88
512,"As a site editor, I want to have a prominent area on the home page where I can put special announcements not necessarily news or articles, so that I can give them additional exposure.",Unknown,183
513,"As a site editor, I want to have some flexibility as to where things appear, so that I can accommodate different types of content.",Unknown,130
514,"As a trainer, I want to see the upcoming courses are what I want visitors to notice, so that they register and there's a benefit to my membership.",Unknown,146
515,"As a site visitor, I want to see new content when I come to the site, so that I come back more often.",Unknown,101
516,"As a site visitor, I want to have articles that interest me and are easy to get to, so that I come to the site for my agile news and learning.",Unknown,142
517,"As a site visitor, I want to know as soon as I visit what on earth Scrum is and why it needs an alliance, so that I don't bounce immediately oﬀ the page.",Unknown,153
518,"As a site visitor, I want to know as I glance around the home page what on earth a ORG89 is and why I'd want to be one, so that I read more.",Unknown,138
519,"As a site visitor, I want to be able to get back to the home page quickly and easily, so that I don't get lost navigating.",Unknown,122
520,"As a site visitor, I want to see a list of the most popular items on the site, so that I am most likely to read the most important or best content.",Unknown,147
521,"As a trainer, I want to be assured that no one can submit the same answers multiple time and skew my results, so that my ratings are accurate.",Unknown,142
522,"As a trainer, I want to be notified about the results of surveys about my classes, so that I can read them.",Unknown,107
523,"As a site admin, I want to see the results for each trainer and averages for the class, so that I can identify any outliers or possible problems.",Unknown,145
524,"As a site visitor, I want to see a trainer's rating, so that I choose a course from an appropriate trainer.",Unknown,107
525,"As a trainer, I want to show my rating up on my profile page, so that site visitors can choose wisely.",Unknown,102
526,"As a site visitor, I want to view a section of the website that teaches me the basics of what PERSON8 is, so that I can learn that quickly.",Unknown,137
527,"As a site editor, I want to create the content of the What Is Scrum section, so that it's there for visitors.",Unknown,109
528,"As a site visitor, I want to view lists on the site of all Certified Scrum Masters, Practitioners, Trainers, and ORG95.",Unknown,144
529,"As a ORG89, I want to have my name listed in the registry without becoming a member of the site, so that employers or others can verify my certification.",Unknown,151
530,"As a trainer, I want to load an PRODUCT4 file into the site, so that the course participants are added to ORG94 records.",Unknown,130
531,"As a site admin, I want to view all classes in a pending state, so that I can approve any that need to be approved.",Unknown,115
532,"As a site admin, I want to move people in a trainer's class from a pending state to the registry once I have received proof of payment from the trainer.",Unknown,152
533,"As a ORG89, I want to be sent an email welcoming me to ORG94 and with instructions to register or activate my membership once my name has been loaded to the registry.",Unknown,177
534,"As a site editor, I want to edit the content of the email automatically sent to new ORG96 and Product Owners, so that I don't need to involve a programmer on simple email edits.",Unknown,195
535,"As a company, I want to join ORG94 by paying a corporate membership fee, so that I can show the company's support of PERSON8.",Unknown,136
536,"As a corporatesponsor, I want to display my logo on a corporate sponsors page, so that others see the company's support of PERSON8.",Unknown,129
537,"As a corporatesponsor, I want to make my logo randomly appear on the home page, so that others see the company's support of PERSON8.",Unknown,130
538,"As a ORG89, I want to be charged a fee once I am approved for Practitioner status, so that my certification status can be activated.",Unknown,130
539,"As a CST, I want to pay an DATE15 fee, so that my CST status is active.",Unknown,71
540,"As a site administrator, I want to set the DATE15 fees for members, ORG97, so that fees can be set without involving a programmer.",Unknown,151
541,"As a member, I want to receive a reminder and a link, so that I can renew my membership.",Unknown,88
542,"As a member, I want to have the system email me a new password or a password reminder since i have short-term memory problems.",Unknown,126
543,"As a trainer, I want to read information of relevance only to trainers, so that ORG94 can share information with me easily.",Unknown,136
544,"As a site editor, I want to post information in a trainers-only section, so that only trainers see it.",Unknown,102
545,"As a nurse and doctor, I need to have access to the Electronic medical record (WORK_OF_ART7) of a patient so that I can get a good picture of the patient’s health",Unknown,153
546,"As a staff member, I want the WORK_OF_ART7 to be consistent for all patients across all department so that patient safety is ensured",Unknown,123
547,"As administrative staff member, I want the be able to see in what room appointments are booked so that nothing gets overbooked",Unknown,126
548,"As medical staff member, I want to know in which bed I can find a certain patient",Unknown,81
549,"As a nurse, I want to see an alert when a patient goes home so that I know when to clean the bed",Unknown,96
550,"As an administrative staff member, I want to have an overview of all the beds we have so that I have a clear picture of how occupied the hospital is",Unknown,148
551,"As a facility manager, I want to receive an alert if something is defunct in a room so that I can fix it",Unknown,104
552,"As a nurse, I want to know what doctor I have to work with",Unknown,58
553,"As medical staff member, I want to know what patient I am assigned to",Unknown,69
554,"As medical staff member, I want to see why my patient made an appointment so that I am prepared for the appointment",Unknown,115
555,"As a patient, I want to make an appointment online so that I do not have to call or come to the hospital",Unknown,104
556,"As a patient, I want to be able to see in what room my appointment is",Unknown,69
557,"As a patient, I want to be able to give the reason of my appointment so that the doctors know how long it will take",Unknown,115
558,"As a patient, I want to see the availability of doctors so that I can book an appointment with my favourite doctor",Unknown,114
559,"As a patient, I want to be able to reschedule so that I can make another appointment when something prevents me from going",Unknown,122
560,"As a receptionist, I want to be able to reschedule appointments so that I can reschedule when a appointment is no longer possible",Unknown,129
561,"As a receptionist, I want to be able to get an overview of the appointment schedule",Unknown,83
562,"As a receptionist, I want to be able to make appointments so that patients can still call or walk in to make an appointment",Unknown,123
563,"As a patient, I want to have a clear overview of when it is possible to schedule an appointment",Unknown,95
564,"As a legal department member, I want patient data to only accessible to people that need access to help patients so that the ORG98 is adhered to",Unknown,143
565,"As a patient, I want to have to know what data the hospital collects about me",Unknown,77
566,"As a patient, I want to be able to have the hospital remove any data they have about me",Unknown,87
567,"As a Patient, I want to change any of my general information",Unknown,60
568,"As medical staff member, I want to have easy access to all data that is collected with medical devices so I can get a good picture of the patients health",Unknown,153
569,"As medical staff member, I want to have access to patient data through any handheld devices so that I can do my work more efficiently",Unknown,133
570,"As medical staff member, I want to have access to room scheduling through any handheld devices so that I can do my work more efficiently",Unknown,136
571,"As medical staff member, I want to have access to appointment data through any handheld devices so that I can do my work more efficiently",Unknown,137
572,"As a medical staff member, I want the data that is collected by the medical device to be added to the WORK_OF_ART7 so that I get a complete picture of the patients health",Unknown,161
573,"As a team member, I want to see the ORDINAL1 iteration of beta up on cloud.gov.",Unknown,76
574,"As a developer, I want to have the subdomain beta.nsf.gov be set up, so that I can deploy a beta site to it.",Unknown,108
575,"As a stakeholder, I want to have a decision on whether or not the blog aggregator may work for beta, and if not what will.",Unknown,122
576,"As an ORG99 employee, I want to understand the process of switching the cloud.gov hosting plan over from prototype to ORG100 low.",Unknown,126
577,"As a stakeholder, I want to see the results of user research, so that I can determine if the ORG101 is right for me.",Unknown,113
578,"As a designer, I want to have a new social media wireframe, so that I can begin implementing design.",Unknown,100
579,"As a team member, I want to have a prioritized list of features and elements of a future social element page, so that I can work with the engineers to determine feasibility.",Unknown,173
580,"As a team member, I want to determine a design direction for the beta social page, so that we can implement a beta site quickly without established brand guidelines.",Unknown,165
581,"As a user researcher, I want to test the user research plan, so that I make sure the in-person interviews are effective and capturing the right information.",Unknown,156
582,"As a user researcher, I want to have the finalized OLPA task script, so that I can begin testing with internal users.",Unknown,117
583,"As a content editor, I want to be able to easily find content, so that I can edit it.",Unknown,85
584,"As a research participant, I want to make sure that the appearance of the prototype does not distract from the workflow, so that I can complete the user interview.",Unknown,163
585,"As a user researcher, I want to have the PRODUCT7 prototype, so that I can finalize the ORDINAL3 task script.",Unknown,102
586,"As a user, I want to add a video to my article.",Unknown,47
587,"As a team member, I want to meet with ORG102 / cloud.gov, so that I can determine the requirements for the beta.nsf.gov ORG103.",Unknown,121
588,"As a user researcher, I want to have a list of priority workflow candidates that we might test, so that I can make sure we're capturing the priority areas.",Unknown,155
589,"As a team member, I want to understand what the ORG104 should look like, so that I can begin understanding workflow needs as they pertain to any ORG101 decision.",Unknown,155
590,"As an ORG99 administrator, I want to shadow the ORG101 implementation, so that I can learn as the prototype is developed further.",Unknown,124
591,"As a team member, I want to have an updated acquisitions roadmap, so that I can plan accordingly.",Unknown,97
592,"As an ORG99 employee, I want to have an updated roadmap document, so that I can see prioritized areas to focus on for DATE16 and beyond.",Unknown,147
593,"As a team member, I want to understand how time off overlaps with plans around the user research.",Unknown,97
594,"As a researcher, I want to develop the user research protocol for internal workflows, so that we can begin testing against a ORG101 prototype.",Unknown,139
595,"As a ORG101 administrator, I want to have roles, so that I can assign them to my users.",Unknown,84
596,"As an ORG99 employee, I want to narrow down the universe of ORG101 options and identify/prioritize key considerations for getting to the next step.",Unknown,142
597,"As an ORG99 employee, I want to have a final workshop to identify key lessons and features for the content management system decision.",Unknown,132
598,"As a CMS SME, I want to see the webmaster workflow report, so that I can understand how this might impact current direction.",Unknown,124
599,"As an ORG99 employee, I want to understand work performed, so that I can understand when and what I can use later.",Unknown,112
600,"As a researcher, I want to recruit for the last round of user research, so that we can summarize our findings and synthesize results.",Unknown,133
601,"As a user researcher, I want to continue scheduling interviews for hypothesis #MONEY1, so that I can be prepared to test our ORDINAL1 prototype.",Unknown,136
602,"As an ORG99 employee, I want to have high-level strategy recommendations to implement in conjunction with the new ORG101.",Unknown,116
603,"As an ORG99 employee, I want to have editorial-planning recommendations, so that I can understand how they might impact an eventual ORG101 / future web presence.",Unknown,156
604,"As an ORG99 employee, I want to know how brand guidelines are developed and maintained, so that I can incorporate them throughout the project.",Unknown,140
605,"As a web recruiter manager, I want to confirm the recruiter is set up and working properly on Science360.gov.",Unknown,109
606,"As an ORG99 employee, I want to know how visual design directions were developed, so that I can make better design decisions in the future.",Unknown,137
607,"As a team member, I want to know what the ORDINAL1 hypothesis is, so that I can start developing a prototype to test.",Unknown,114
608,"As a content designer, I want to develop a better understanding of ORG99's content types and editorial plan, so that I can make more informed recommendations going forward.",Unknown,170
609,"As a team member, I want to have a prototype strategy, so that I understand how we will gain understandings from tests that will drive recommendations.",Unknown,151
610,"As a content designer, I want to demonstrate the value of user-centered content design to ensure it's an integral part of our recommendations.",Unknown,142
611,"As a user researcher, I want to know when outreach to lists is successful, so that I can plan on a new release to the next listserv on the priority list.",Unknown,153
612,"As an ORG99 employee, I want to schedule regular in-person check-ins, so that we can continue to communicate the goals of the project with our stakeholders.",Unknown,154
613,"As a developer, I want to know what the CARDINAL10 initial hypotheses are, so that I can plan work around development of prototypes.",Unknown,127
614,"As a workshop attendee, I want to have a summary of what we learned, so that I can understand our next steps and how they apply to me.",Unknown,134
615,"As a designer, I want to know what early indications of hypotheses might be, so that I can start planning for the ORDINAL1 prototype.",Unknown,130
616,"As a team member, I want to have a schedule of more coworking slots, so that I can work in tandem with the rest of the team on a more regular basis.",Unknown,148
