text,label,text_length
"As a trainer, I want to create a new course or event, so that site visitors can see it.",Accessibility,87
"As a trainer, I want to create an Other Course or Event I am charged a listing fee for that activity, so that I don't list events I don't really intend to hold.",Aggregation,160
"As a site administrator, I want to create an Other Course or Event that is not charged a listing fee, so that the Scrum Alliance doesn't charge itself for Scrum Gatherings that it puts on.",Aggregation,188
"As a site administrator, I want to set the listing fee per Other Course or Event, so that we have flexibility on what to charge in the future.",Aggregation,142
"As a trainer, I want to update one of my existing courses or events, so that it reflects accurate information.",Consistency,110
"As a trainer, I want to delete one of my courses or events, so that it's no longer listed if I cancel for some reason.",Aggregation,118
"As a trainer, I want to copy one of my courses or events, so that I can create a new one.",Aggregation,89
"As a site admin, I want to delete any course or event, so that I can remove things that will no longer occur.",Consistency,109
"As a site editor, I want to update any course or event, so that I can fix things the original author hasn't.",Accessibility,108
"As a trainer, I want to turn a course into an event or an event into a course, so that I can correctly classify anything that was entered incorrectly.",Consistency,150
"As a site visitor, I want to have an advanced search option that lets me fill in a form of search criteria, so that I can quickly find what I am looking for.",Accessibility,157
"As a site visitor, I want to view a course I can click on the trainer's name and be taken to the trainer's profile, so that I can read more about a trainer before registering for a course.",Accessibility,188
"As a site visitor, I want to subscribe to an RSS feed of upcoming courses and events, so that I am up to day without having to visit the site.",Accessibility,142
"As a site visitor, I want to read FAQs, so that I can get quick answers.",Aggregation,72
"As a site editor, I want to maintain a FAQ section, so that support gets fewer easily answered questions.",Consistency,105
"As a site visitor, I want to do a full-text search of the FAQs, so that I can find an answer quickly.",Aggregation,101
"As a site member, I want to download the latest training material and methodology PDFs, so that I have them.",Consistency,108
"As a visitor, I want to download presentations, PDFs, etc. on Scrum, so that I can learn from them or use them.",Accessibility,111
"As a site member, I want to scroll through a listing of jobs, so that I can see if there any I am interested in.",Aggregation,112
"As a recruiter, I want to post a help wanted ad, so that I can attract candidates.",Aggregation,82
"As a site admin, I want to approve each help wanted ad before it gets to the site, so that we're sure of the quality of jobs being listed.",Authentication,138
"As a site admin, I want to be emailed whenever a job is submitted, so that I am aware of it and can decide if I want to post it.",Contacts,128
"As a site member, I want to subscribe to an RSS feed of jobs available, so that I can read them without visiting the site.",Accessibility,122
"As a site admin, I want to edit and delete help wanted ads, so that I can correct small problems or make sure each ad complies with site guidelines.",Consistency,148
"As a site admin, I want to stop publishing jobs on the site 30 days after being posted, so that jobs that may have been filled aren't still listed when the hiring party forgets to come back and delete the ad.",Consistency,208
"As a recruiter, I want to be able to extend an ad for another 30 days by visiting the site and updating the posting, so that my ad remains active.",Consistency,146
"As an advertiser, I want to be emailed a reminder seven day before an ad is about to expire, so that I can go extend the ad.",Consistency,124
"As a site visitor, I want to read a new article on the front page about once a week, so that I am up on all the latest happenings.",Consistency,130
"As the site editor, I want to include a teaser with each article, so that site visitors can decide if they want to read the rest.",Aggregation,129
"As a site member who has read a teaser on the front page, I want to read the entire article so that I can finish articles that appeal to me.",Consistency,140
"As the site editor, I want to add an article to the site, so that the site has plenty of content.",Aggregation,97
"As a site editor, I want to set start publishing dates, old article date, and stop publishing dates for articles, so that articles appear only during appropriate periods.",Consistency,170
"As a site editor, I want to be able to designate whether or not an ever makes the home page, so that the best content is featured most prominently.",Consistency,147
"As the site editor, I want to have pretty good control over how the article, so that articles are visually appealing.",Consistency,117
"As a site visitor, I want to click the link from the article teaser to take me directly to the body of the article. not to another teaser setup, so that I can easily finish the article.",Accessibility,185
"As a site editor, I want to be able to indicate whether an article is publicly available or for members only, so that visitors are incentivized to become members.",Consistency,162
"As a site visitor, I want to be able to read some of your articles, so that I can learn without first joining the site.",Accessibility,119
"As a site member, I want to have full access to all articles, so that there is a benefit to being a member.",Accessibility,107
"As a site visitor, I want to do a full-text search of article body, title, and author name, so that I can find what I want.",Accessibility,123
"As a site visitor, I want to subscribe to an RSS feed of articles, so that I can read them without visiting the site.",Accessibility,117
"As a site visitor, I want to post comments about articles, so that others can read them.",Accessibility,88
"As a site editor, I want to have a prominent area on the home page where I can put special announcements not necessarily news or articles, so that I can give them additional exposure.",Aggregation,183
"As a site editor, I want to have some flexibility as to where things appear, so that I can accommodate different types of content.",Accessibility,130
"As a trainer, I want to see the upcoming courses are what I want visitors to notice, so that they register and there's a benefit to my membership.",Consistency,146
"As a site visitor, I want to see new content when I come to the site, so that I come back more often.",Consistency,101
"As a site visitor, I want to have articles that interest me and are easy to get to, so that I come to the site for my agile news and learning.",Accessibility,142
"As a site visitor, I want to know as soon as I visit what on earth Scrum is and why it needs an alliance, so that I don't bounce immediately oﬀ the page.",Accessibility,153
"As a site visitor, I want to know as I glance around the home page what on earth a CSM is and why I'd want to be one, so that I read more.",Aggregation,138
"As a site visitor, I want to be able to get back to the home page quickly and easily, so that I don't get lost navigating.",Accessibility,122
"As a site visitor, I want to see a list of the most popular items on the site, so that I am most likely to read the most important or best content.",Aggregation,147
"As a trainer, I want to be assured that no one can submit the same answers multiple time and skew my results, so that my ratings are accurate.",Authentication,142
"As a trainer, I want to be notified about the results of surveys about my classes, so that I can read them.",Consistency,107
"As a site admin, I want to see the results for each trainer and averages for the class, so that I can identify any outliers or possible problems.",Aggregation,145
"As a site visitor, I want to see a trainer's rating, so that I choose a course from an appropriate trainer.",Authentication,107
"As a trainer, I want to show my rating up on my profile page, so that site visitors can choose wisely.",Authentication,102
"As a site visitor, I want to view a section of the website that teaches me the basics of what Scrum is, so that I can learn that quickly.",Consistency,137
"As a site editor, I want to create the content of the What Is Scrum section, so that it's there for visitors.",Consistency,109
"As a site visitor, I want to view lists on the site of all Certified Scrum Masters, Practitioners, Trainers, and Certified Scrum Product Owners.",Aggregation,144
"As a CSM, I want to have my name listed in the registry without becoming a member of the site, so that employers or others can verify my certification.",Authentication,151
"As a trainer, I want to load an Excel file into the site, so that the course participants are added to the Scrum Alliance records.",Aggregation,130
"As a site admin, I want to view all classes in a pending state, so that I can approve any that need to be approved.",Aggregation,115
"As a site admin, I want to move people in a trainer's class from a pending state to the registry once I have received proof of payment from the trainer.",Authentication,152
"As a CSM, I want to be sent an email welcoming me to the Scrum Alliance and with instructions to register or activate my membership once my name has been loaded to the registry.",Authentication,177
"As a site editor, I want to edit the content of the email automatically sent to new Certified Scrum Masters and Product Owners, so that I don't need to involve a programmer on simple email edits.",Consistency,195
"As a company, I want to join the Scrum Alliance by paying a corporate membership fee, so that I can show the company's support of Scrum.",Consistency,136
"As a corporatesponsor, I want to display my logo on a corporate sponsors page, so that others see the company's support of Scrum.",Consistency,129
"As a corporatesponsor, I want to make my logo randomly appear on the home page, so that others see the company's support of Scrum.",Aggregation,130
"As a CSM, I want to be charged a fee once I am approved for Practitioner status, so that my certification status can be activated.",Authentication,130
"As a CST, I want to pay an annual fee, so that my CST status is active.",Consistency,71
"As a site administrator, I want to set the annual fees for members, Practitioners and Trainers, so that fees can be set without involving a programmer.",Consistency,151
"As a member, I want to receive a reminder and a link, so that I can renew my membership.",Consistency,88
"As a member, I want to have the system email me a new password or a password reminder since i have short-term memory problems.",Accessibility,126
"As a trainer, I want to read information of relevance only to trainers, so that the Scrum Alliance can share information with me easily.",Aggregation,136
"As a site editor, I want to post information in a trainers-only section, so that only trainers see it.",Consistency,102
"As a nurse and doctor, I need to have access to the Electronic medical record (EMR) of a patient so that I can get a good picture of the patient’s health",Accessibility,153
"As a staff member, I want the EMR to be consistent for all patients across all department so that patient safety is ensured",Consistency,123
"As administrative staff member, I want the be able to see in what room appointments are booked so that nothing gets overbooked",Consistency,126
"As medical staff member, I want to know in which bed I can find a certain patient",Accessibility,81
"As a nurse, I want to see an alert when a patient goes home so that I know when to clean the bed",Consistency,96
"As an administrative staff member, I want to have an overview of all the beds we have so that I have a clear picture of how occupied the hospital is",Aggregation,148
"As a facility manager, I want to receive an alert if something is defunct in a room so that I can fix it",Accessibility,104
"As a nurse, I want to know what doctor I have to work with",Authentication,58
"As medical staff member, I want to know what patient I am assigned to",Authentication,69
"As medical staff member, I want to see why my patient made an appointment so that I am prepared for the appointment",Contacts,115
"As a patient, I want to make an appointment online so that I do not have to call or come to the hospital",Accessibility,104
"As a patient, I want to be able to see in what room my appointment is",Accessibility,69
"As a patient, I want to be able to give the reason of my appointment so that the doctors know how long it will take",Contacts,115
"As a patient, I want to see the availability of doctors so that I can book an appointment with my favourite doctor",Accessibility,114
"As a patient, I want to be able to reschedule so that I can make another appointment when something prevents me from going",Accessibility,122
"As a receptionist, I want to be able to reschedule appointments so that I can reschedule when a appointment is no longer possible",Accessibility,129
"As a receptionist, I want to be able to get an overview of the appointment schedule",Aggregation,83
"As a receptionist, I want to be able to make appointments so that patients can still call or walk in to make an appointment",Accessibility,123
"As a patient, I want to have a clear overview of when it is possible to schedule an appointment",Accessibility,95
"As a legal department member, I want patient data to only accessible to people that need access to help patients so that the GDPR is adhered to",Accessibility,143
"As a patient, I want to have to know what data the hospital collects about me",Accessibility,77
"As a patient, I want to be able to have the hospital remove any data they have about me",Accessibility,87
"As a Patient, I want to change any of my general information",Contacts,60
"As medical staff member, I want to have easy access to all data that is collected with medical devices so I can get a good picture of the patients health",Accessibility,153
"As medical staff member, I want to have access to patient data through any handheld devices so that I can do my work more efficiently",Accessibility,133
"As medical staff member, I want to have access to room scheduling through any handheld devices so that I can do my work more efficiently",Accessibility,136
"As medical staff member, I want to have access to appointment data through any handheld devices so that I can do my work more efficiently",Accessibility,137
"As a medical staff member, I want the data that is collected by the medical device to be added to the EMR so that I get a complete picture of the patients health",Aggregation,161
"As a team member, I want to see the first iteration of beta up on cloud.gov.",Authentication,76
"As a developer, I want to have the subdomain beta.nsf.gov be set up, so that I can deploy a beta site to it.",Consistency,108
"As a stakeholder, I want to have a decision on whether or not the blog aggregator may work for beta, and if not what will.",Aggregation,122
"As an NSF employee, I want to understand the process of switching the cloud.gov hosting plan over from prototype to FISMA low.",Aggregation,126
"As a stakeholder, I want to see the results of user research, so that I can determine if the CMS is right for me.",Accessibility,113
"As a designer, I want to have a new social media wireframe, so that I can begin implementing design.",Chat,100
"As a team member, I want to have a prioritized list of features and elements of a future social element page, so that I can work with the engineers to determine feasibility.",Contacts,173
"As a team member, I want to determine a design direction for the beta social page, so that we can implement a beta site quickly without established brand guidelines.",Aggregation,165
"As a user researcher, I want to test the user research plan, so that I make sure the in-person interviews are effective and capturing the right information.",Consistency,156
"As a user researcher, I want to have the finalized OLPA task script, so that I can begin testing with internal users.",Consistency,117
"As a content editor, I want to be able to easily find content, so that I can edit it.",Accessibility,85
"As a research participant, I want to make sure that the appearance of the prototype does not distract from the workflow, so that I can complete the user interview.",Consistency,163
"As a user researcher, I want to have the WIG prototype, so that I can finalize the second task script.",Accessibility,102
"As a user, I want to add a video to my article.",Aggregation,47
"As a team member, I want to meet with DIS / cloud.gov, so that I can determine the requirements for the beta.nsf.gov ATO.",Contacts,121
"As a user researcher, I want to have a list of priority workflow candidates that we might test, so that I can make sure we're capturing the priority areas.",Accessibility,155
"As a team member, I want to understand what the MVP should look like, so that I can begin understanding workflow needs as they pertain to any CMS decision.",Contacts,155
"As an NSF administrator, I want to shadow the CMS implementation, so that I can learn as the prototype is developed further.",Consistency,124
"As a team member, I want to have an updated acquisitions roadmap, so that I can plan accordingly.",Consistency,97
"As an NSF employee, I want to have an updated roadmap document, so that I can see prioritized areas to focus on for the next few months and beyond.",Consistency,147
"As a team member, I want to understand how time off overlaps with plans around the user research.",Consistency,97
"As a researcher, I want to develop the user research protocol for internal workflows, so that we can begin testing against a CMS prototype.",Consistency,139
"As a CMS administrator, I want to have roles, so that I can assign them to my users.",Consistency,84
"As an NSF employee, I want to narrow down the universe of CMS options and identify/prioritize key considerations for getting to the next step.",Consistency,142
"As an NSF employee, I want to have a final workshop to identify key lessons and features for the content management system decision.",Consistency,132
"As a CMS SME, I want to see the webmaster workflow report, so that I can understand how this might impact current direction.",Consistency,124
"As an NSF employee, I want to understand work performed, so that I can understand when and what I can use later.",Consistency,112
"As a researcher, I want to recruit for the last round of user research, so that we can summarize our findings and synthesize results.",Aggregation,133
"As a user researcher, I want to continue scheduling interviews for hypothesis #1, so that I can be prepared to test our first prototype.",Consistency,136
"As an NSF employee, I want to have high-level strategy recommendations to implement in conjunction with the new CMS.",Consistency,116
"As an NSF employee, I want to have editorial-planning recommendations, so that I can understand how they might impact an eventual CMS / future web presence.",Consistency,156
"As an NSF employee, I want to know how brand guidelines are developed and maintained, so that I can incorporate them throughout the project.",Consistency,140
"As a web recruiter manager, I want to confirm the recruiter is set up and working properly on Science360.gov.",Consistency,109
"As an NSF employee, I want to know how visual design directions were developed, so that I can make better design decisions in the future.",Consistency,137
"As a team member, I want to know what the first hypothesis is, so that I can start developing a prototype to test.",Accessibility,114
"As a content designer, I want to develop a better understanding of NSF's content types and editorial plan, so that I can make more informed recommendations going forward.",Consistency,170
"As a team member, I want to have a prototype strategy, so that I understand how we will gain understandings from tests that will drive recommendations.",Authentication,151
"As a content designer, I want to demonstrate the value of user-centered content design to ensure it's an integral part of our recommendations.",Accessibility,142
"As a user researcher, I want to know when outreach to lists is successful, so that I can plan on a new release to the next listserv on the priority list.",Consistency,153
"As an NSF employee, I want to schedule regular in-person check-ins, so that we can continue to communicate the goals of the project with our stakeholders.",Consistency,154
"As a developer, I want to know what the three initial hypotheses are, so that I can plan work around development of prototypes.",Accessibility,127
"As a workshop attendee, I want to have a summary of what we learned, so that I can understand our next steps and how they apply to me.",Consistency,134
"As a designer, I want to know what early indications of hypotheses might be, so that I can start planning for the first prototype.",Contacts,130
"As a team member, I want to have a schedule of more coworking slots, so that I can work in tandem with the rest of the team on a more regular basis.",Consistency,148
"As an NSF person interested in attending user interviews, I want to know when they are scheduled and the type of user that will be interviewed.",Contacts,143
"As an NSF member of the team, I want to have a place where I can access all the related reports and documentation, so that I can refer to it easily now and in the future.",Accessibility,170
"As a team member, I want to know when the mid-point checkin is and what will be covered, so that I can plan accordingly.",Consistency,120
"As an NSF employee, I want to join Github, so that I can participate in the issues as assigned.",Consistency,95
"As an NSF employee, I want to learn about how Github is used, so that I can participate in the issues as assigned.",Accessibility,114
"As a user researcher, I want to begin identifying interview participants, so that I can understand what educators and science influencers need from a future nsf.gov website.",Authentication,173
"As a VisualDesigner, I want to concept different styles for the nsf.gov website, so that we can discuss different design concepts with stakeholders.",Aggregation,148
"As a user researcher, I want to set up a website recruitment test, so that I can see if we can recruit users in real time from the website.",Chat,139
"As a web recruiter manager, I want to confirm the recruiter is set up and working properly, so that I can deploy it on more pages.",Consistency,130
"As a VisualDesigner, I want to create a moodboard to aid with visual design concepts for the nsf.gov website, so that we can discuss different design concepts with stakeholders.",Aggregation,177
"As a workshop attendee, I want to see a summary on major findings from the event.",Aggregation,81
"As a user researcher, I want to make sure the correct NSF people are invited to user interviews, so that they can observe the interviews and make recommendations accordingly.",Consistency,174
"As a user researcher, I want to begin drafting a research plan, so that I can begin recruiting participants.",Contacts,108
"As a content editor, I want to be able to add videos from Brightcove.",Aggregation,69
"As an author, I want to be able to indent / outdent content.",Accessibility,60
"As a VisualDesigner, I want to demonstrate the value of visual design to the NSF project team, so that visual design is an integral part of a redesign.",Consistency,151
"As a team member, I want to know what visual design related tasks we might need to plan for this sprint, so that I can assign tasks as necessary.",Consistency,145
"As a team member, I want to have recruiting-email templates ready to go, so that I can start recruiting interviewees ASAP!.",Consistency,123
"As an NSF employee, I want to see how the user recruitment form looks and behaves on a sample page, so that I can understand the impact the recruitment will have on the NSF page.",Consistency,178
"As a potential research participant, I want to learn about the research and leave my contact information.",Contacts,105
"As a team member, I want to have a high-level sense of the project timeline, so that I can plan my work.",Consistency,104
"As a site administrator, I want to understand how other similar organizations are handling visual design, so that I can make informed decisions about what appears to work well and what doesn't.",Consistency,193
"As a team member, I want to have a platform that allows me to rapidly prototype HTML ideas.",Chat,91
"As a site administrator, I want to understand how other similar organizations are handling content, so that I can make informed decisions about what appears to work well and what doesn't.",Consistency,187
"As a user researcher, I want to conduct a user definition workshop with NSF, so that I can better prepare them and the team for future research work.",Accessibility,149
"As an NSF employee, I want to know where the initial in-person meeting will be, so that I can plan on attending.",Contacts,112
"As a designer, I want to have a style guide / design guide / content guide, so that we have a uniform way of delivering product.",Consistency,128
"As a team member, I want to know when meetings are, so that I can plan accordingly.",Consistency,83
"As a team member, I want to understand how work moves between UX/content > visual design > front end dev for a sprint cycle.",Consistency,124
"As a web application visitor, I want to create account, so that I could have personal preferences for web application",Authentication,117
"As an IFA Administrator, I want to have a dashboard on the web application, so that I can easily check on leagues/teams information",Aggregation,131
"As an IFA Administration, I want to enable free access to all data regarding games/teams/leagues, so that I could improve the system’s transparency",Accessibility,147
"As an IFA administration, I want to allow each visitor to make a registration in web application, so that they can use more features that web application offers",Authentication,160
"As a fan, I want to register to any kind of notification (player/team/league), so that I could follow my favourite player/team/league on regular basis",Consistency,150
"As a web application visitor, I want to access the web application everywhere in the world, so that I do not depend on location",Accessibility,127
"As an IFA administration, I want to each account have its unique user name and password, so there will not be any login issues",Authentication,126
"As a team, I want to post news on social media regarding my team, so that I can keep my fans updated",Consistency,100
"As a fan, I want to add comments on all social media content on web application, so that I could express my opinions and thoughts online",Consistency,136
"As a fan, I want to be updated about my purchased tickets for matches, so that I would be notified if game is postponed",Contacts,119
"As a fan, I want to have application in my native language, so that I can understand the context of information included in web application",Accessibility,139
"As a fan, I want to have fast response time while using the system, so that I do not lose time waiting for an answer",Chat,116
"As a fan, I want to get access to statistics of matches, so that I could be informed what happened on a match",Accessibility,109
"As a fan, I want to get access to analytics of favourite team, so that I can predict upcoming matches",Accessibility,101
"As a fan, I want to choose things in web application that I am interested in, so that I could access information about things I am interested instantly",Aggregation,151
"As an IFA administration, I want to allow 50 000 people to have access on web application in the same time, so that there will not be accessibility problems while logging into the system",Accessibility,186
"As a referee, I want to have application that contains list of events that could occur in the game, so that I can instantly provide information to the system",Aggregation,157
"As a referee, I want to have a small device on which I could inform about occurring events during the match, so that system would provide updates from each game",Aggregation,160
"As a referee, I want to report data to system automatically when the event occurs, so that information is updated at each moment",Consistency,128
"As a referee, I want to provide information to the system in digital way, so that information could be transmitted faster",Chat,121
"As a IFA Administrator, I want to create statistics from referees live updates from games, so that I could inform fans in efficient way",Aggregation,135
"As an IFA Administration, I want to create the platform for scheduling, so I could suggest a certain schedule to all stakeholders",Consistency,129
"As an IFA Administration, I want to handle all scheduling through digital form, so that the scheduling system would be more efficient",Consistency,133
"As an IFA Administration, I want to determine the rules on how to schedule games, so that the bias could be avoided",Consistency,115
"As an IFA representative, I want to check and approve a schedule, so that bias could be avoided",Consistency,95
"As a league, I want to be able to make changes on the schedule, so that I can adjust the schedule to teams and referees",Accessibility,119
"As an IFA representative, I want to receive explicit reason from teams and leagues for changing the game’s schedule, so that the bias could be avoided",Consistency,150
"As an IFA representative, I want to be able to confirm every change in the scheduling, so that bias could be avoided",Consistency,116
"As a team, I want to every game that we play to be in at least four days difference, so that team has enough time to prepare for upcoming match",Consistency,143
"As a referee, I want to the system connects me with games that I will be in charge, so that I can follow information regarding my matches easily",Accessibility,144
"As a referee, I want to be notified by the system if game is postponed, so that I can reschedule my plans",Contacts,105
"As an IFA Administration, I want each schedule be adjusted to time zone of league, so that there will not be misunderstanding",Consistency,125
"As an IFA Administration, I want to determine the budgetary policies and rules, so there will not be frauds in teams budgeting systems",Consistency,134
"As an IFA Administration, I want to have access to teams budget over web application, so that I can to continuously control budgeting system",Accessibility,140
"As an IFA Administration, I want to be able to get report for each teams’ transaction, so that I can have a real perspective on a team’s budget",Consistency,143
"As an IFA Administration, I want to restrict access to budgeting only to the IFA Administration and teams, so that I maintain the budgets confidentiality",Authentication,153
"As an IFA administration, I want to be alerted on deviations from the rules for budget control, so that there will not be any frauds in teams budget",Authentication,148
"As an IFA Administration, I want to have one media for communication among stakeholders, so that communication between stakeholders could be improved",Consistency,149
"As a team, I want to establish a responsible person who will be in charge of managing team’s profile in the system, so that our needs would be represented in the system",Consistency,168
"As a CIO, I want to merge multiple existing systems into one, so that there would be efficient communication and transparency among stakeholders",Aggregation,144
"As a CIO, I want different User Interfaces for different stakeholders, so that each stakeholder would have adjusted interface that suits its needs",Accessibility,146
"﻿As a camp administrator, I want to be able to add campers, so that I can keep track of each individual camper.",Accessibility,111
"As a camp administrator, I want to be able to remove campers if they don't attend the camp anymore, so that I can keep the records organized.",Consistency,141
"As a camp administrator, I want to be able to keep camper records from previous years, so that the amount of work I need to do is lowered.",Consistency,138
"As a camp administrator, I want to be able to upload consent forms, so that campers or their parents can easily access the forms.",Accessibility,129
"As a camp administrator, I want to be able to keep track of which camper submitted which forms, so that legal issues are avoided.",Authentication,129
"As a camp administrator, I want to be able to schedule activities for campers, so that camp workers can easily keep track of who is where at all times.",Consistency,151
"As a camp administrator, I want to be able to automatically create nametags for campers, so that I can lower the amount of work I need to do.",Authentication,141
"As a camp administrator, I want to be able to suspend a camper who had behavioral problems.",Consistency,91
"As a camp administrator, I want to be able to set a reminders related to specific tasks that has to be done.",Consistency,108
"As a camp administrator, I want to be able to assign different positions to the staff members, so that it is possible to organize activities in terms of responsibilities.",Contacts,170
"As a camp administrator, I want to be able to warn a camp worker who I think did his/her job inappropriate.",Authentication,107
"As a camp administrator, I want to be able to create, modify rules that campers and camp workers has to follow.",Consistency,111
"As a camp administrator, I want to keep track of the usage of internal camp facilities, so that I don't create conflicting schedules for the different camp groups.",Consistency,163
"As a camp administrator, I want to create an avenue so parents can submit feedback and general concerns, so that I can keep improving the services I provide.",Contacts,157
"As a camp administrator, I want to store campers' emergency information in a database, so that I can easily notify the necessary parties in case of an emergency.",Accessibility,161
"As a camp administrator, I want to store camper's immediate parent/guardian's information, so that I can easily call to notify them in case a grossly unacceptable behavior.",Contacts,172
"As a camp administrator, I want to provide bi-weekly feedback to camper's parents, so that they can be aware of their child's behavior and performance at camp.",Consistency,159
"As a camp administrator, I want to be able to make nametags faster, so that I don't have to spend two hours making 200+ nametags",Aggregation,128
"As a camp administrator, I want to be able to create a registration form for both staff and kids, so that I can keep organized.",Consistency,127
"As a camp administrator, I want to be able to keep my information in one place, so that the admins next year can improve on the previous years.",Consistency,143
"As a camp administrator, I want to be able to see medical forms, so that we can be prepared for an allergy attack",Accessibility,113
"As a camp administrator, I want to be able to notify parents all at once, so that they can be notified of any upcoming events.",Aggregation,126
"As a camp administrator, I want to be quickly log attendance everyday, so that I can track which kids are coming in.",Consistency,116
"As a camp administrator, I want to be able to add parents, so that they can enroll their kids at camp.",Accessibility,102
"As a camp administrator, I want to be able to create groups and add campers to the groups, so that I can easily organize the campers.",Aggregation,133
"As a camp administrator, I want to be able to see all my camp groups and the events scheduled for each camp group, so that I can notify counselor of what their group will be doing for the day.",Accessibility,192
"As a camp administrator, I want to be able to schedule tasks/activities for a specific camp group, so that I can track each groups daily/weekly and monthly activities.",Consistency,167
"As a camp administrator, I want to be able to delete tasks/activities I scheduled, so that I can keep the schedule clean of unneeded activities.",Accessibility,144
"As a camp administrator, I want to be able to modify tasks/events I scheduled in case there is a change, so that I can always keep the schedule up to date.",Consistency,155
"As a camp administrator, I want to be able to modify the information of enrolled campers, so that I can keep the campers information up to date.",Accessibility,144
"As a camp administrator, I want to be able to delete campers from the database, so that I can keep my pages free of clutter.",Accessibility,124
"As a camp administrator, I want to be able to modify the information of added parents, so that I can keep parent's information up to date.",Accessibility,138
"As a camp administrator, I want to be able to delete parents from the database, so that I can keep my pages free of unneeded clutter.",Accessibility,133
"As a camp administrator, I want to be able to modify a group's information, so that I can keep the groups up to date.",Accessibility,117
"As a camp administrator, I want to be able to see only events for a specific group/groups on the event calendar, so that I can easily read the data on the calendar without too much clutter.",Aggregation,189
"As a parent, I want to be able to see which consent forms I have submitted, so that I can know what I still need to do.",Accessibility,119
"As a parent, I want to be able to track my child's activity and schedule at camp, so that I can have peace of mind.",Accessibility,115
"As a parent, I want to be able to submit various type of forms to the camp management.",Aggregation,86
"As a parent, I want to be able to create an account, so that I can sign up my kids for camp online.",Accessibility,99
"As a parent, I want to see which counselors are assigned to my kids, so that I can have peace of mind.",Consistency,102
"As a parent, I want to be able to message my child's counselors, so that I can voice my concerns or check on my child's progress.",Chat,129
"As a parent, I want to be able to sign and submit consent forms online, so that I don't have to deal with my child losing a consent form.",Accessibility,137
"As a parent, I want to be able to see if I made all the necessary payments.",Authentication,75
"As a parent, I want to be able to share any photos the camp has taken of my child.",Accessibility,82
"As a parent, I want to be able to connect with the staff in case of an emergency.",Contacts,81
"As a parent, I want to be able to enroll my children, so that they can be admitted to camp.",Accessibility,91
"As a parent, I want to be able to see and edit my enrolled children to the camp year, so that I can know who I already enrolled to camp, who is still pending admission etc.",Accessibility,172
"As a parent, I want to be able to see a schedule of the activities my children are involved in at camp, so that I can be more informed as to what they are doing at camp.",Accessibility,169
"As a camp worker, I want to be able to see which campers I am in charge of and where, so that I can make sure I am doing my job properly.",Authentication,137
"As a camp worker, I would be able to submit a completion report for the tasks which was assigned to me.",Consistency,103
"As a camp worker, I'm able to report a camper to the manager with an inappropriate behavior.",Authentication,92
"As a camp worker, I'm able to report a list of supplies to the manager that the camp is short of.",Accessibility,97
"As a camp worker, I'm able to report necessary repairs to the manager that the camp is needed of.",Consistency,97
"As a camp counselor, I want to be able to take attendance of my assigned kids, so that I can make ensure everybody is accounted for.",Accessibility,132
"As a user, I should be able to use the system at any given time",Accessibility,63
"As a patient, I want to assign a doctor to my medical profile so that he can access it",Accessibility,86
"As a doctor, I should not be able to see medical records of patients that I’m not assigned to, so that the patient’s confidentiality is maintained",Consistency,146
"As a doctor, I should be able to assign another doctor to the medical record, in case multiple doctors of different specialties need to be involved",Accessibility,147
"As a doctor, I should be able to transfer the digital medical record to this system, so that I have all the info consolidated in one place",Aggregation,138
"As a patient, I want to be able to access my medical record, so that I can see the medical record’s details",Accessibility,107
"As a doctor, I want to be able to access the patient’s medical record, so that I can see the medical record’s details",Accessibility,117
"As a Lab Specialist, I want to be able to access the patient’s medical record, so that I can see the medical record’s details",Accessibility,125
"As a patient, I want to be able to edit specific parts of my medical record, so that I can keep my record updated",Accessibility,113
"As a doctor, I want to be able to edit specific parts of the patient’s medical record that I am assigned to, so that I can keep the record updated and so that other users involved can see the changes I have made",Accessibility,211
"As a lab specialist, I want to be able to edit specific parts of the patient’s medical record that I am assigned to, so that I can keep the record updated and so that other users involved can see the changes I have made",Accessibility,219
"As patient, I want to be able to link my fitness device to this software, so that I can make use of the data that is generated by my fitness device",Accessibility,147
"As a patient, I want to be able to upload my fitness data to this software, so that doctors can have more information about my daily life",Accessibility,137
"As a lab specialist, I want to be able to upload lab results to the medical record, so that the assigned doctor and the patient can see the results",Accessibility,147
"As a nurse, I want to be able to link an external device to the software, so that the data generated can be uploaded automatically to the software",Accessibility,146
"As a doctor, I want to be able to link an external device to the software, so that the data generated can be uploaded automatically to the software",Accessibility,147
"As a patient, I want to be able to see the results from external devices (iblood pressure, CT scans, etc, so I can monitor my progress over time",Accessibility,144
"As a doctor, I want to be able to edit and add notes to different parts of the medical records, so that I can better assess the situation and keep myself informed for the next time I read the medical record",Accessibility,206
"As a patient, I want to be able to give or reject authorization to link an external device (i fitness band) to my medical record, so I that I can maintain my confidentiality",Accessibility,173
"As a patient, I should be able to control who gets to see the data generated by my external devices, so that I can keep my privacy",Authentication,130
"As a patient, I want to be able to log in the software using DigiD, because it is convenient and saves time",Authentication,107
"As a user, I want to have a unique log in (username and password), so that the system would be more secure",Authentication,106
"As a doctor, I should be able to order a medical test to be run by the lab specialists, so that I can have it on the patient’s medical record",Authentication,141
"As a doctor, I should be able to rate the importance of the medical test (urgent or not), so that the lab specialists can manage their time better and work on what is most important first",Consistency,187
"As a lab specialist, I should be able to see the requested medical tests, so that I can start working on them",Accessibility,109
